event_time,user_id,session_id,event_type,device_type,os,country,referral_source,is_returning_user,user_age_group,user_gender,content_id,genre,plan_selected,price_selected,payment_method,session_duration_seconds,event_date,event_hour,weekday
2025-05-03 02:25:13,U51054,S101054,Visit_Content,Mobile,iOS,India,Social,1,18-24,Female,C1504,Drama,None,0.0,None,2757,2025-05-03,2,Saturday
2025-05-03 03:32:51,U50033,S100033,Visit_Content,Mobile,Android,India,Organic,1,18-24,Female,C1907,Documentary,None,0.0,None,2957,2025-05-03,3,Saturday
2025-05-03 04:03:32,U50453,S100453,Visit_Content,Mobile,Android,Australia,Email,0,18-24,Male,C1775,Thriller,None,0.0,None,703,2025-05-03,4,Saturday
2025-05-03 14:00:24,U50245,S100245,Visit_Content,Mobile,iOS,India,Organic,0,35-44,Other,C1063,Action,None,0.0,None,3096,2025-05-03,14,Saturday
2025-05-03 14:06:18,U50245,S100245,Click_Subscribe,Mobile,iOS,India,Organic,0,35-44,Other,C1063,Action,None,0.0,None,3096,2025-05-03,14,Saturday
2025-05-03 14:09:54,U50245,S100245,Select_Plan,Mobile,iOS,India,Organic,0,35-44,Other,C1063,Action,Yearly,79.99,None,3096,2025-05-03,14,Saturday
2025-05-03 14:45:47,U50977,S100977,Visit_Content,Mobile,iOS,Brazil,Social,0,35-44,Other,C1182,Thriller,None,0.0,None,2548,2025-05-03,14,Saturday
2025-05-03 14:47:21,U50977,S100977,Click_Subscribe,Mobile,iOS,Brazil,Social,0,35-44,Other,C1182,Thriller,None,0.0,None,2548,2025-05-03,14,Saturday
2025-05-03 14:50:53,U50977,S100977,Select_Plan,Mobile,iOS,Brazil,Social,0,35-44,Other,C1182,Thriller,Yearly,79.99,None,2548,2025-05-03,14,Saturday
2025-05-03 15:10:20,U51101,S101101,Visit_Content,Mobile,iOS,Brazil,Organic,1,55+,Other,C1957,Documentary,None,0.0,None,2658,2025-05-03,15,Saturday
2025-05-03 19:46:06,U50432,S100432,Visit_Content,Mobile,iOS,United States,Organic,1,25-34,Female,C1296,Action,None,0.0,None,159,2025-05-03,19,Saturday
2025-05-03 20:17:04,U51277,S101277,Visit_Content,SmartTV,FireOS,India,Social,1,35-44,Male,C1732,Romance,None,0.0,None,540,2025-05-03,20,Saturday
2025-05-04 01:56:27,U51251,S101251,Visit_Content,Desktop,macOS,Australia,Ad,0,25-34,Female,C1980,Comedy,None,0.0,None,354,2025-05-04,1,Sunday
2025-05-04 08:40:09,U50048,S100048,Visit_Content,Mobile,Android,United Kingdom,Email,0,35-44,Male,C1301,Documentary,None,0.0,None,1671,2025-05-04,8,Sunday
2025-05-04 19:30:30,U50403,S100403,Visit_Content,Mobile,iOS,United States,Social,1,18-24,Other,C1644,Comedy,None,0.0,None,1996,2025-05-04,19,Sunday
2025-05-04 20:09:04,U51074,S101074,Visit_Content,Mobile,iOS,India,Social,1,25-34,Other,C1788,Comedy,None,0.0,None,1746,2025-05-04,20,Sunday
2025-05-04 22:45:47,U50556,S100556,Visit_Content,Mobile,Android,United States,Referral,1,35-44,Other,C1273,Action,None,0.0,None,3510,2025-05-04,22,Sunday
2025-05-05 04:07:21,U50646,S100646,Visit_Content,Mobile,Android,Australia,Referral,1,35-44,Female,C1521,Kids,None,0.0,None,2615,2025-05-05,4,Monday
2025-05-05 04:19:37,U50492,S100492,Visit_Content,Mobile,Android,India,Ad,0,18-24,Male,C1491,Romance,None,0.0,None,1291,2025-05-05,4,Monday
2025-05-05 04:27:11,U50492,S100492,Click_Subscribe,Mobile,Android,India,Ad,0,18-24,Male,C1491,Romance,None,0.0,None,1291,2025-05-05,4,Monday
2025-05-05 04:31:43,U50492,S100492,Select_Plan,Mobile,Android,India,Ad,0,18-24,Male,C1491,Romance,FreeTrial,0.0,None,1291,2025-05-05,4,Monday
2025-05-05 09:43:25,U51057,S101057,Visit_Content,Desktop,Windows,India,Organic,1,35-44,Male,C1204,Sci-Fi,None,0.0,None,3426,2025-05-05,9,Monday
2025-05-05 10:58:37,U50439,S100439,Visit_Content,Mobile,iOS,United States,Social,0,35-44,Male,C1532,Romance,None,0.0,None,2790,2025-05-05,10,Monday
2025-05-05 13:17:32,U51000,S101000,Visit_Content,Desktop,Windows,United Kingdom,Organic,0,25-34,Male,C1944,Thriller,None,0.0,None,858,2025-05-05,13,Monday
2025-05-05 14:14:12,U50256,S100256,Visit_Content,Mobile,iOS,India,Ad,0,25-34,Male,C1857,Sci-Fi,None,0.0,None,3082,2025-05-05,14,Monday
2025-05-05 18:26:09,U50021,S100021,Visit_Content,Mobile,Android,Brazil,Social,0,25-34,Male,C1734,Romance,None,0.0,None,848,2025-05-05,18,Monday
2025-05-05 22:08:28,U50703,S100703,Visit_Content,Mobile,iOS,United Kingdom,Organic,0,25-34,Other,C1194,Thriller,None,0.0,None,2042,2025-05-05,22,Monday
2025-05-05 22:08:36,U50685,S100685,Visit_Content,SmartTV,FireOS,India,Referral,1,45-54,Male,C1491,Kids,None,0.0,None,2124,2025-05-05,22,Monday
2025-05-06 00:07:59,U51314,S101314,Visit_Content,Mobile,iOS,Canada,Organic,0,18-24,Other,C1695,Action,None,0.0,None,254,2025-05-06,0,Tuesday
2025-05-06 01:25:15,U50207,S100207,Visit_Content,Mobile,Android,United States,Organic,0,25-34,Other,C1155,Thriller,None,0.0,None,2538,2025-05-06,1,Tuesday
2025-05-06 02:07:46,U50740,S100740,Visit_Content,Desktop,Windows,Germany,Organic,0,25-34,Male,C1216,Drama,None,0.0,None,3122,2025-05-06,2,Tuesday
2025-05-06 03:31:10,U50715,S100715,Visit_Content,Mobile,iOS,India,Ad,0,25-34,Male,C1361,Sci-Fi,None,0.0,None,940,2025-05-06,3,Tuesday
2025-05-06 04:42:54,U50383,S100383,Visit_Content,Mobile,Android,India,Referral,0,25-34,Other,C1160,Drama,None,0.0,None,1435,2025-05-06,4,Tuesday
2025-05-06 05:03:05,U50320,S100320,Visit_Content,Tablet,macOS,India,Ad,1,35-44,Male,C1638,Sci-Fi,None,0.0,None,701,2025-05-06,5,Tuesday
2025-05-06 13:35:49,U50083,S100083,Visit_Content,Desktop,Linux,United States,Organic,1,18-24,Female,C1867,Thriller,None,0.0,None,1761,2025-05-06,13,Tuesday
2025-05-06 21:00:58,U51017,S101017,Visit_Content,Mobile,iOS,Germany,Organic,1,18-24,Male,C1395,Action,None,0.0,None,1134,2025-05-06,21,Tuesday
2025-05-07 01:19:24,U50205,S100205,Visit_Content,Desktop,macOS,United Kingdom,Social,0,25-34,Male,C1607,Documentary,None,0.0,None,2142,2025-05-07,1,Wednesday
2025-05-07 01:25:17,U50205,S100205,Click_Subscribe,Desktop,macOS,United Kingdom,Social,0,25-34,Male,C1607,Documentary,None,0.0,None,2142,2025-05-07,1,Wednesday
2025-05-07 01:28:58,U50205,S100205,Select_Plan,Desktop,macOS,United Kingdom,Social,0,25-34,Male,C1607,Documentary,Yearly,79.99,None,2142,2025-05-07,1,Wednesday
2025-05-07 02:07:45,U50470,S100470,Visit_Content,Desktop,Linux,Brazil,Social,1,35-44,Female,C1361,Sci-Fi,None,0.0,None,2077,2025-05-07,2,Wednesday
2025-05-07 02:08:51,U50470,S100470,Click_Subscribe,Desktop,Linux,Brazil,Social,1,35-44,Female,C1361,Sci-Fi,None,0.0,None,2077,2025-05-07,2,Wednesday
2025-05-07 02:09:26,U50006,S100006,Visit_Content,Mobile,Android,Spain,Organic,0,35-44,Male,C1156,Action,None,0.0,None,3259,2025-05-07,2,Wednesday
2025-05-07 02:12:47,U50470,S100470,Select_Plan,Desktop,Linux,Brazil,Social,1,35-44,Female,C1361,Sci-Fi,Monthly,7.99,None,2077,2025-05-07,2,Wednesday
2025-05-07 02:21:56,U50470,S100470,Start_Payment,Desktop,Linux,Brazil,Social,1,35-44,Female,C1361,Sci-Fi,Monthly,7.99,Card,2077,2025-05-07,2,Wednesday
2025-05-07 02:26:33,U50470,S100470,Payment_Success,Desktop,Linux,Brazil,Social,1,35-44,Female,C1361,Sci-Fi,Monthly,7.99,Card,2077,2025-05-07,2,Wednesday
2025-05-07 05:53:30,U50120,S100120,Visit_Content,Mobile,iOS,India,Organic,0,18-24,Other,C1455,Comedy,None,0.0,None,3334,2025-05-07,5,Wednesday
2025-05-07 08:26:33,U50024,S100024,Visit_Content,Mobile,Android,India,Organic,1,55+,Male,C1920,Romance,None,0.0,None,875,2025-05-07,8,Wednesday
2025-05-07 08:42:34,U50136,S100136,Visit_Content,Desktop,Linux,United States,Social,0,18-24,Other,C1738,Thriller,None,0.0,None,620,2025-05-07,8,Wednesday
2025-05-07 08:44:28,U50136,S100136,Click_Subscribe,Desktop,Linux,United States,Social,0,18-24,Other,C1738,Thriller,None,0.0,None,620,2025-05-07,8,Wednesday
2025-05-07 08:48:18,U50136,S100136,Select_Plan,Desktop,Linux,United States,Social,0,18-24,Other,C1738,Thriller,Monthly,7.99,None,620,2025-05-07,8,Wednesday
2025-05-07 08:51:03,U50136,S100136,Start_Payment,Desktop,Linux,United States,Social,0,18-24,Other,C1738,Thriller,Monthly,7.99,PayPal,620,2025-05-07,8,Wednesday
2025-05-07 13:11:43,U51228,S101228,Visit_Content,Tablet,macOS,India,Organic,1,55+,Male,C1504,Thriller,None,0.0,None,1664,2025-05-07,13,Wednesday
2025-05-07 17:56:13,U50306,S100306,Visit_Content,Desktop,macOS,India,Organic,1,35-44,Other,C1302,Action,None,0.0,None,1235,2025-05-07,17,Wednesday
2025-05-07 21:07:50,U51417,S101417,Visit_Content,Mobile,Android,India,Organic,0,18-24,Other,C1865,Documentary,None,0.0,None,2301,2025-05-07,21,Wednesday
2025-05-07 21:41:16,U50783,S100783,Visit_Content,Mobile,iOS,India,Social,0,55+,Other,C1110,Sci-Fi,None,0.0,None,2582,2025-05-07,21,Wednesday
2025-05-07 22:10:11,U50681,S100681,Visit_Content,SmartTV,FireOS,United States,Email,1,18-24,Female,C1185,Romance,None,0.0,None,3316,2025-05-07,22,Wednesday
2025-05-08 09:21:49,U50541,S100541,Visit_Content,Mobile,iOS,Canada,Email,0,25-34,Male,C1525,Romance,None,0.0,None,1913,2025-05-08,9,Thursday
2025-05-08 12:31:51,U50604,S100604,Visit_Content,Desktop,macOS,Canada,Organic,0,18-24,Female,C1932,Comedy,None,0.0,None,100,2025-05-08,12,Thursday
2025-05-08 17:46:15,U50553,S100553,Visit_Content,Desktop,Linux,Brazil,Social,0,45-54,Other,C1728,Thriller,None,0.0,None,1722,2025-05-08,17,Thursday
2025-05-08 21:32:54,U50658,S100658,Visit_Content,Desktop,Linux,Brazil,Social,1,18-24,Female,C1815,Comedy,None,0.0,None,1249,2025-05-08,21,Thursday
2025-05-09 06:00:18,U50875,S100875,Visit_Content,Desktop,macOS,India,Email,1,18-24,Other,C1755,Drama,None,0.0,None,1377,2025-05-09,6,Friday
2025-05-09 09:44:49,U50031,S100031,Visit_Content,SmartTV,FireOS,India,Organic,1,25-34,Female,C1476,Kids,None,0.0,None,1826,2025-05-09,9,Friday
2025-05-09 13:20:06,U51181,S101181,Visit_Content,Mobile,iOS,India,Email,1,18-24,Male,C1361,Romance,None,0.0,None,1567,2025-05-09,13,Friday
2025-05-09 18:18:59,U50116,S100116,Visit_Content,Mobile,iOS,India,Organic,1,25-34,Female,C1281,Drama,None,0.0,None,322,2025-05-09,18,Friday
2025-05-10 00:47:38,U51119,S101119,Visit_Content,Mobile,iOS,Australia,Organic,1,18-24,Other,C1505,Comedy,None,0.0,None,342,2025-05-10,0,Saturday
2025-05-10 01:08:44,U50544,S100544,Visit_Content,Mobile,Android,Canada,Organic,0,35-44,Female,C1601,Kids,None,0.0,None,3117,2025-05-10,1,Saturday
2025-05-10 04:55:48,U50300,S100300,Visit_Content,Desktop,macOS,India,Organic,1,25-34,Other,C1843,Drama,None,0.0,None,484,2025-05-10,4,Saturday
2025-05-10 07:37:33,U51064,S101064,Visit_Content,Mobile,Android,Germany,Ad,1,35-44,Male,C1821,Sci-Fi,None,0.0,None,114,2025-05-10,7,Saturday
2025-05-10 09:39:30,U50772,S100772,Visit_Content,SmartTV,FireOS,United Kingdom,Social,0,18-24,Female,C1061,Documentary,None,0.0,None,68,2025-05-10,9,Saturday
2025-05-10 10:21:01,U51024,S101024,Visit_Content,Mobile,Android,Brazil,Organic,0,25-34,Female,C1938,Action,None,0.0,None,469,2025-05-10,10,Saturday
2025-05-10 12:57:24,U50427,S100427,Visit_Content,Desktop,macOS,India,Email,1,25-34,Female,C1157,Sci-Fi,None,0.0,None,3589,2025-05-10,12,Saturday
2025-05-10 12:58:39,U50427,S100427,Click_Subscribe,Desktop,macOS,India,Email,1,25-34,Female,C1157,Sci-Fi,None,0.0,None,3589,2025-05-10,12,Saturday
2025-05-10 12:59:57,U50427,S100427,Select_Plan,Desktop,macOS,India,Email,1,25-34,Female,C1157,Sci-Fi,Yearly,79.99,None,3589,2025-05-10,12,Saturday
2025-05-10 14:01:30,U50805,S100805,Visit_Content,Mobile,Android,Australia,Organic,0,35-44,Male,C1596,Drama,None,0.0,None,2591,2025-05-10,14,Saturday
2025-05-10 14:03:55,U50805,S100805,Click_Subscribe,Mobile,Android,Australia,Organic,0,35-44,Male,C1596,Drama,None,0.0,None,2591,2025-05-10,14,Saturday
2025-05-10 14:07:04,U50805,S100805,Select_Plan,Mobile,Android,Australia,Organic,0,35-44,Male,C1596,Drama,FreeTrial,0.0,None,2591,2025-05-10,14,Saturday
2025-05-10 14:12:09,U51425,S101425,Visit_Content,Mobile,iOS,India,Email,1,25-34,Female,C1278,Drama,None,0.0,None,2347,2025-05-10,14,Saturday
2025-05-10 14:20:47,U50480,S100480,Visit_Content,Desktop,Windows,United States,Organic,1,25-34,Male,C1085,Kids,None,0.0,None,2788,2025-05-10,14,Saturday
2025-05-10 18:01:54,U50647,S100647,Visit_Content,Desktop,macOS,Australia,Organic,0,35-44,Other,C1723,Drama,None,0.0,None,2871,2025-05-10,18,Saturday
2025-05-10 18:09:42,U50647,S100647,Click_Subscribe,Desktop,macOS,Australia,Organic,0,35-44,Other,C1723,Drama,None,0.0,None,2871,2025-05-10,18,Saturday
2025-05-10 18:11:02,U50647,S100647,Select_Plan,Desktop,macOS,Australia,Organic,0,35-44,Other,C1723,Drama,FreeTrial,0.0,None,2871,2025-05-10,18,Saturday
2025-05-10 18:13:57,U50647,S100647,Start_Payment,Desktop,macOS,Australia,Organic,0,35-44,Other,C1723,Drama,FreeTrial,0.0,Card,2871,2025-05-10,18,Saturday
2025-05-10 18:14:49,U50647,S100647,Payment_Success,Desktop,macOS,Australia,Organic,0,35-44,Other,C1723,Drama,FreeTrial,0.0,Card,2871,2025-05-10,18,Saturday
2025-05-10 18:32:29,U51420,S101420,Visit_Content,Desktop,macOS,India,Organic,0,35-44,Other,C1579,Action,None,0.0,None,2953,2025-05-10,18,Saturday
2025-05-10 20:05:05,U50236,S100236,Visit_Content,Tablet,Linux,India,Social,0,45-54,Other,C1805,Romance,None,0.0,None,929,2025-05-10,20,Saturday
2025-05-10 20:23:43,U50518,S100518,Visit_Content,Desktop,Windows,India,Ad,1,25-34,Other,C1752,Comedy,None,0.0,None,2152,2025-05-10,20,Saturday
2025-05-10 20:27:56,U50742,S100742,Visit_Content,Mobile,Android,Spain,Organic,1,25-34,Male,C1574,Documentary,None,0.0,None,333,2025-05-10,20,Saturday
2025-05-10 20:40:26,U50568,S100568,Visit_Content,Tablet,Linux,United Kingdom,Referral,1,35-44,Male,C1358,Sci-Fi,None,0.0,None,1180,2025-05-10,20,Saturday
2025-05-11 05:30:03,U50418,S100418,Visit_Content,Mobile,Android,Germany,Organic,1,25-34,Female,C1401,Action,None,0.0,None,2880,2025-05-11,5,Sunday
2025-05-11 06:32:53,U50717,S100717,Visit_Content,Tablet,Windows,Brazil,Email,0,25-34,Other,C1185,Thriller,None,0.0,None,630,2025-05-11,6,Sunday
2025-05-11 13:13:24,U50147,S100147,Visit_Content,Mobile,iOS,Germany,Organic,1,18-24,Other,C1368,Documentary,None,0.0,None,269,2025-05-11,13,Sunday
2025-05-11 15:25:49,U51398,S101398,Visit_Content,SmartTV,FireOS,Brazil,Social,1,25-34,Female,C1997,Action,None,0.0,None,1512,2025-05-11,15,Sunday
2025-05-11 20:12:14,U50536,S100536,Visit_Content,Mobile,Android,India,Organic,1,18-24,Male,C1767,Sci-Fi,None,0.0,None,2322,2025-05-11,20,Sunday
2025-05-11 20:12:20,U50536,S100536,Click_Subscribe,Mobile,Android,India,Organic,1,18-24,Male,C1767,Sci-Fi,None,0.0,None,2322,2025-05-11,20,Sunday
2025-05-11 20:17:17,U50536,S100536,Select_Plan,Mobile,Android,India,Organic,1,18-24,Male,C1767,Sci-Fi,Monthly,7.99,None,2322,2025-05-11,20,Sunday
2025-05-11 20:18:45,U50536,S100536,Start_Payment,Mobile,Android,India,Organic,1,18-24,Male,C1767,Sci-Fi,Monthly,7.99,UPI,2322,2025-05-11,20,Sunday
2025-05-11 21:52:07,U50512,S100512,Visit_Content,Mobile,iOS,India,Organic,0,35-44,Other,C1823,Sci-Fi,None,0.0,None,1788,2025-05-11,21,Sunday
2025-05-11 22:17:59,U50686,S100686,Visit_Content,Mobile,Android,Brazil,Social,1,35-44,Other,C1353,Documentary,None,0.0,None,3041,2025-05-11,22,Sunday
2025-05-12 04:24:27,U51238,S101238,Visit_Content,Desktop,Windows,India,Organic,1,25-34,Male,C1712,Sci-Fi,None,0.0,None,137,2025-05-12,4,Monday
2025-05-12 10:34:24,U50447,S100447,Visit_Content,Mobile,iOS,India,Organic,1,25-34,Male,C1567,Drama,None,0.0,None,1588,2025-05-12,10,Monday
2025-05-12 10:41:05,U50447,S100447,Click_Subscribe,Mobile,iOS,India,Organic,1,25-34,Male,C1567,Drama,None,0.0,None,1588,2025-05-12,10,Monday
2025-05-12 10:44:13,U50447,S100447,Select_Plan,Mobile,iOS,India,Organic,1,25-34,Male,C1567,Drama,FreeTrial,0.0,None,1588,2025-05-12,10,Monday
2025-05-12 11:14:13,U51038,S101038,Visit_Content,SmartTV,FireOS,Australia,Organic,1,18-24,Female,C1014,Thriller,None,0.0,None,3256,2025-05-12,11,Monday
2025-05-12 11:17:23,U51038,S101038,Click_Subscribe,SmartTV,FireOS,Australia,Organic,1,18-24,Female,C1014,Thriller,None,0.0,None,3256,2025-05-12,11,Monday
2025-05-12 11:17:36,U51038,S101038,Select_Plan,SmartTV,FireOS,Australia,Organic,1,18-24,Female,C1014,Thriller,Monthly,7.99,None,3256,2025-05-12,11,Monday
2025-05-12 11:20:19,U51038,S101038,Start_Payment,SmartTV,FireOS,Australia,Organic,1,18-24,Female,C1014,Thriller,Monthly,7.99,NetBanking,3256,2025-05-12,11,Monday
2025-05-12 11:20:35,U51038,S101038,Payment_Success,SmartTV,FireOS,Australia,Organic,1,18-24,Female,C1014,Thriller,Monthly,7.99,NetBanking,3256,2025-05-12,11,Monday
2025-05-12 12:26:46,U51294,S101294,Visit_Content,Mobile,Android,Spain,Organic,0,35-44,Female,C1169,Thriller,None,0.0,None,3488,2025-05-12,12,Monday
2025-05-12 12:34:46,U51294,S101294,Click_Subscribe,Mobile,Android,Spain,Organic,0,35-44,Female,C1169,Thriller,None,0.0,None,3488,2025-05-12,12,Monday
2025-05-12 12:38:46,U51294,S101294,Select_Plan,Mobile,Android,Spain,Organic,0,35-44,Female,C1169,Thriller,Monthly,7.99,None,3488,2025-05-12,12,Monday
2025-05-12 14:34:18,U50053,S100053,Visit_Content,Mobile,iOS,India,Email,1,35-44,Male,C1640,Documentary,None,0.0,None,1098,2025-05-12,14,Monday
2025-05-12 14:37:17,U50053,S100053,Click_Subscribe,Mobile,iOS,India,Email,1,35-44,Male,C1640,Documentary,None,0.0,None,1098,2025-05-12,14,Monday
2025-05-12 14:38:42,U50053,S100053,Select_Plan,Mobile,iOS,India,Email,1,35-44,Male,C1640,Documentary,Monthly,7.99,None,1098,2025-05-12,14,Monday
2025-05-12 14:46:33,U50053,S100053,Start_Payment,Mobile,iOS,India,Email,1,35-44,Male,C1640,Documentary,Monthly,7.99,Wallet,1098,2025-05-12,14,Monday
2025-05-12 20:16:36,U50018,S100018,Visit_Content,Desktop,Windows,India,Referral,0,25-34,Male,C1634,Comedy,None,0.0,None,1732,2025-05-12,20,Monday
2025-05-13 03:07:00,U50070,S100070,Visit_Content,SmartTV,FireOS,India,Organic,0,25-34,Other,C1302,Drama,None,0.0,None,3414,2025-05-13,3,Tuesday
2025-05-13 03:19:33,U50934,S100934,Visit_Content,SmartTV,FireOS,India,Organic,0,25-34,Other,C1607,Kids,None,0.0,None,203,2025-05-13,3,Tuesday
2025-05-13 05:23:38,U51151,S101151,Visit_Content,Mobile,iOS,Brazil,Social,0,25-34,Male,C1319,Thriller,None,0.0,None,395,2025-05-13,5,Tuesday
2025-05-13 14:23:25,U51354,S101354,Visit_Content,Desktop,Windows,India,Email,1,25-34,Female,C1907,Comedy,None,0.0,None,3358,2025-05-13,14,Tuesday
2025-05-13 15:04:39,U51424,S101424,Visit_Content,Mobile,iOS,Australia,Social,0,25-34,Other,C1074,Action,None,0.0,None,2579,2025-05-13,15,Tuesday
2025-05-13 20:19:03,U51260,S101260,Visit_Content,Desktop,Windows,United States,Organic,0,25-34,Female,C1806,Documentary,None,0.0,None,2327,2025-05-13,20,Tuesday
2025-05-13 22:16:10,U50020,S100020,Visit_Content,Mobile,Android,Germany,Ad,1,25-34,Male,C1448,Sci-Fi,None,0.0,None,2520,2025-05-13,22,Tuesday
2025-05-13 22:25:39,U50020,S100020,Click_Subscribe,Mobile,Android,Germany,Ad,1,25-34,Male,C1448,Sci-Fi,None,0.0,None,2520,2025-05-13,22,Tuesday
2025-05-13 22:26:37,U50020,S100020,Select_Plan,Mobile,Android,Germany,Ad,1,25-34,Male,C1448,Sci-Fi,Monthly,7.99,None,2520,2025-05-13,22,Tuesday
2025-05-13 23:54:00,U50831,S100831,Visit_Content,Desktop,Windows,United Kingdom,Organic,1,25-34,Male,C1360,Comedy,None,0.0,None,1498,2025-05-13,23,Tuesday
2025-05-14 10:14:11,U51138,S101138,Visit_Content,Mobile,iOS,Australia,Ad,1,25-34,Other,C1336,Action,None,0.0,None,2247,2025-05-14,10,Wednesday
2025-05-14 10:21:32,U51138,S101138,Click_Subscribe,Mobile,iOS,Australia,Ad,1,25-34,Other,C1336,Action,None,0.0,None,2247,2025-05-14,10,Wednesday
2025-05-14 10:23:42,U51138,S101138,Select_Plan,Mobile,iOS,Australia,Ad,1,25-34,Other,C1336,Action,Monthly,7.99,None,2247,2025-05-14,10,Wednesday
2025-05-14 11:54:27,U50065,S100065,Visit_Content,Mobile,Android,Brazil,Organic,0,25-34,Other,C1147,Thriller,None,0.0,None,3582,2025-05-14,11,Wednesday
2025-05-14 11:59:00,U50065,S100065,Click_Subscribe,Mobile,Android,Brazil,Organic,0,25-34,Other,C1147,Thriller,None,0.0,None,3582,2025-05-14,11,Wednesday
2025-05-14 12:02:28,U50065,S100065,Select_Plan,Mobile,Android,Brazil,Organic,0,25-34,Other,C1147,Thriller,Monthly,7.99,None,3582,2025-05-14,12,Wednesday
2025-05-14 12:08:14,U50065,S100065,Start_Payment,Mobile,Android,Brazil,Organic,0,25-34,Other,C1147,Thriller,Monthly,7.99,Wallet,3582,2025-05-14,12,Wednesday
2025-05-14 12:11:01,U50065,S100065,Payment_Success,Mobile,Android,Brazil,Organic,0,25-34,Other,C1147,Thriller,Monthly,7.99,Wallet,3582,2025-05-14,12,Wednesday
2025-05-14 16:52:50,U50283,S100283,Visit_Content,Mobile,iOS,India,Email,0,25-34,Female,C1121,Kids,None,0.0,None,3067,2025-05-14,16,Wednesday
2025-05-14 16:59:54,U50283,S100283,Click_Subscribe,Mobile,iOS,India,Email,0,25-34,Female,C1121,Kids,None,0.0,None,3067,2025-05-14,16,Wednesday
2025-05-14 17:04:40,U50283,S100283,Select_Plan,Mobile,iOS,India,Email,0,25-34,Female,C1121,Kids,Monthly,7.99,None,3067,2025-05-14,17,Wednesday
2025-05-14 17:06:23,U50283,S100283,Start_Payment,Mobile,iOS,India,Email,0,25-34,Female,C1121,Kids,Monthly,7.99,Wallet,3067,2025-05-14,17,Wednesday
